# Generated by grounds/back_wall.py — do not edit by hand.
Obj=ground
Name=Basement

Image[0][1]=basement.0.0	# wall=0 h1=1 h2=0
Image[0][2]=basement.0.1	# wall=0 h1=2 h2=0
Image[0][3]=basement.0.2	# wall=0 h1=0 h2=1
Image[0][4]=basement.0.3	# wall=0 h1=1 h2=1
Image[0][5]=basement.0.4	# wall=0 h1=2 h2=1
Image[0][6]=basement.0.5	# wall=0 h1=0 h2=2
Image[0][7]=basement.0.6	# wall=0 h1=1 h2=2
Image[0][8]=basement.0.7	# wall=0 h1=2 h2=2
Image[0][9]=basement.0.8	# wall=0 h1=0 h2=1
Image[0][10]=basement.0.9	# wall=0 h1=1 h2=0
Image[1][1]=basement.1.0	# wall=1 h1=1 h2=0
Image[1][2]=basement.1.1	# wall=1 h1=2 h2=0
Image[1][3]=basement.1.2	# wall=1 h1=0 h2=1
Image[1][4]=basement.1.3	# wall=1 h1=1 h2=1
Image[1][5]=basement.1.4	# wall=1 h1=2 h2=1
Image[1][6]=basement.1.5	# wall=1 h1=0 h2=2
Image[1][7]=basement.1.6	# wall=1 h1=1 h2=2
Image[1][8]=basement.1.7	# wall=1 h1=2 h2=2
Image[1][9]=basement.1.8	# wall=1 h1=0 h2=1
Image[1][10]=basement.1.9	# wall=1 h1=1 h2=0
Image[2][1]=basement.2.0	# wall=2 h1=1 h2=0
Image[2][2]=basement.2.1	# wall=2 h1=2 h2=0
Image[2][3]=basement.2.2	# wall=2 h1=0 h2=1
Image[2][4]=basement.2.3	# wall=2 h1=1 h2=1
Image[2][5]=basement.2.4	# wall=2 h1=2 h2=1
Image[2][6]=basement.2.5	# wall=2 h1=0 h2=2
Image[2][7]=basement.2.6	# wall=2 h1=1 h2=2
Image[2][8]=basement.2.7	# wall=2 h1=2 h2=2
Image[2][9]=basement.2.8	# wall=2 h1=0 h2=1
Image[2][10]=basement.2.9	# wall=2 h1=1 h2=0
